cardName,tagName,pokemonGeneration,cardNumber,setName,setEra,supertype,cardSubType,stage,cardRarity,finishType,patternType,isLegendary,isMythical,isStarter,isEeveelution,isWaifuTrainer,marketPrice,logMarketPrice,isExCard,isParadoxPokemon,isPaldeanStarter,isSVBoxLegendary,isSecretNumber,isTrainerPokemon,isPromo,isMasterBall,isTerastal
Iris's Fighting Spirit - 292/217,Iris,,292/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Special Illustration Rare,Holofoil,none,False,False,False,False,True,41.57,3.727379,False,False,False,False,True,False,False,False,False
Surfer - 293/217,Surfer,,293/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Special Illustration Rare,Holofoil,none,False,False,False,False,False,30.29,3.410818,False,False,False,False,True,False,False,False,False
Mega Charizard Y ex - 294/217,Charizard Y,gen1,294/217,Ascended Heroes,Mega Evolution,pokemon,Fire,Stage 2,Mega Hyper Rare,Holofoil,none,False,False,True,False,False,628.08,6.442668,True,False,False,False,True,False,False,False,False
Mega Dragonite ex - 295/217,Dragonite,gen1,295/217,Ascended Heroes,Mega Evolution,pokemon,Dragon,Stage 2,Mega Hyper Rare,Holofoil,none,False,False,False,False,False,335.6,5.81592,True,False,False,False,True,False,False,False,False
Pineco,Pineco,gen2,001/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Pineco,Pineco,gen2,001/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.14,-1.966113,False,False,False,False,False,False,False,False,False
Heracross,Heracross,gen2,002/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Uncommon,Normal,none,False,False,False,False,False,0.1,-2.302585,False,False,False,False,False,False,False,False,False
Heracross,Heracross,gen2,002/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.25,-1.386294,False,False,False,False,False,False,False,False,False
Shroomish,Shroomish,gen3,003/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.09,-2.407946,False,False,False,False,False,False,False,False,False
Shroomish,Shroomish,gen3,003/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.12,-2.120264,False,False,False,False,False,False,False,False,False
Breloom,Breloom,gen3,004/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Normal,none,False,False,False,False,False,0.1,-2.302585,False,False,False,False,False,False,False,False,False
Breloom,Breloom,gen3,004/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.17,-1.771957,False,False,False,False,False,False,False,False,False
Cacnea - 005/198,Cacnea,gen3,005/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.14,-1.966113,False,False,False,False,False,False,False,False,False
Cacnea - 005/198,Cacnea,gen3,005/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.22,-1.514128,False,False,False,False,False,False,False,False,False
Cacturne - 006/198,Cacturne,gen3,006/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Normal,none,False,False,False,False,False,0.11,-2.207275,False,False,False,False,False,False,False,False,False
Cacturne - 006/198,Cacturne,gen3,006/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.17,-1.771957,False,False,False,False,False,False,False,False,False
Tropius,Tropius,gen3,007/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.09,-2.407946,False,False,False,False,False,False,False,False,False
Tropius,Tropius,gen3,007/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.13,-2.040221,False,False,False,False,False,False,False,False,False
Scatterbug,Scatterbug,gen6,008/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.17,-1.771957,False,False,False,False,False,False,False,False,False
Scatterbug,Scatterbug,gen6,008/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.11,-2.207275,False,False,False,False,False,False,False,False,False
Spewpa,Spewpa,gen6,009/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 1,Common,Normal,none,False,False,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Spewpa,Spewpa,gen6,009/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 1,Common,Reverse Holofoil,none,False,False,False,False,False,0.13,-2.040221,False,False,False,False,False,False,False,False,False
Vivillon,Vivillon,gen6,010/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 2,Uncommon,Normal,none,False,False,False,False,False,0.06,-2.813411,False,False,False,False,False,False,False,False,False
Vivillon,Vivillon,gen6,010/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 2,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.17,-1.771957,False,False,False,False,False,False,False,False,False
Skiddo,Skiddo,gen6,011/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Skiddo,Skiddo,gen6,011/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.1,-2.302585,False,False,False,False,False,False,False,False,False
Gogoat,Gogoat,gen6,012/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 1,Common,Normal,none,False,False,False,False,False,0.15,-1.89712,False,False,False,False,False,False,False,False,False
Gogoat,Gogoat,gen6,012/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 1,Common,Reverse Holofoil,none,False,False,False,False,False,0.14,-1.966113,False,False,False,False,False,False,False,False,False
Sprigatito,Sprigatito,gen9,013/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,True,False,False,0.11,-2.207275,False,False,True,False,False,False,False,False,False
Sprigatito,Sprigatito,gen9,013/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,True,False,False,0.22,-1.514128,False,False,True,False,False,False,False,False,False
Floragato,Floragato,gen9,014/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Normal,none,False,False,True,False,False,0.12,-2.120264,False,False,True,False,False,False,False,False,False
Floragato,Floragato,gen9,014/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Reverse Holofoil,none,False,False,True,False,False,0.26,-1.347074,False,False,True,False,False,False,False,False,False
Meowscarada - 015/198,Meowscarada,gen9,015/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 2,Rare,Holofoil,none,False,False,True,False,False,0.22,-1.514128,False,False,True,False,False,False,False,False,False
Meowscarada - 015/198,Meowscarada,gen9,015/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 2,Rare,Reverse Holofoil,none,False,False,True,False,False,0.19,-1.660731,False,False,True,False,False,False,False,False,False
Tarountula - 016/198,Tarountula,gen9,016/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.1,-2.302585,False,False,False,False,False,False,False,False,False
Tarountula - 016/198,Tarountula,gen9,016/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.17,-1.771957,False,False,False,False,False,False,False,False,False
Tarountula - 017/198,Tarountula,gen9,017/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.09,-2.407946,False,False,False,False,False,False,False,False,False
Tarountula - 017/198,Tarountula,gen9,017/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.16,-1.832581,False,False,False,False,False,False,False,False,False
Tarountula - 018/198,Tarountula,gen9,018/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Tarountula - 018/198,Tarountula,gen9,018/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.18,-1.714798,False,False,False,False,False,False,False,False,False
Spidops ex - 019/198,Spidops,gen9,019/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 1,Double Rare,Holofoil,none,False,False,False,False,False,0.59,-0.527633,True,False,False,False,False,False,False,False,False
Smoliv - 020/198,Smoliv,gen9,020/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.12,-2.120264,False,False,False,False,False,False,False,False,False
Smoliv - 020/198,Smoliv,gen9,020/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.19,-1.660731,False,False,False,False,False,False,False,False,False
Smoliv - 021/198,Smoliv,gen9,021/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.14,-1.966113,False,False,False,False,False,False,False,False,False
Smoliv - 021/198,Smoliv,gen9,021/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.16,-1.832581,False,False,False,False,False,False,False,False,False
Dolliv - 022/198,Dolliv,gen9,022/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 1,Common,Normal,none,False,False,False,False,False,0.12,-2.120264,False,False,False,False,False,False,False,False,False
Dolliv - 022/198,Dolliv,gen9,022/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 1,Common,Reverse Holofoil,none,False,False,False,False,False,0.09,-2.407946,False,False,False,False,False,False,False,False,False
Arboliva,Arboliva,gen9,023/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 2,Rare,Holofoil,none,False,False,False,False,False,0.12,-2.120264,False,False,False,False,False,False,False,False,False
Arboliva,Arboliva,gen9,023/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 2,Rare,Reverse Holofoil,none,False,False,False,False,False,0.19,-1.660731,False,False,False,False,False,False,False,False,False
Toedscool - 024/198,Toedscool,gen9,024/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Toedscool - 024/198,Toedscool,gen9,024/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.17,-1.771957,False,False,False,False,False,False,False,False,False
Toedscool - 025/198,Toedscool,gen9,025/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.06,-2.813411,False,False,False,False,False,False,False,False,False
Toedscool - 025/198,Toedscool,gen9,025/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.12,-2.120264,False,False,False,False,False,False,False,False,False
Toedscruel,Toedscruel,gen9,026/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Toedscruel,Toedscruel,gen9,026/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.17,-1.771957,False,False,False,False,False,False,False,False,False
Capsakid - 027/198,Capsakid,gen9,027/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Capsakid - 027/198,Capsakid,gen9,027/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.23,-1.469676,False,False,False,False,False,False,False,False,False
Capsakid - 028/198,Capsakid,gen9,028/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.13,-2.040221,False,False,False,False,False,False,False,False,False
Capsakid - 028/198,Capsakid,gen9,028/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.2,-1.609438,False,False,False,False,False,False,False,False,False
Scovillain - 029/198,Scovillain,gen9,029/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Normal,none,False,False,False,False,False,0.16,-1.832581,False,False,False,False,False,False,False,False,False
Scovillain - 029/198,Scovillain,gen9,029/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.18,-1.714798,False,False,False,False,False,False,False,False,False
Growlithe - 030/198,Growlithe,gen1,030/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Fire,Basic,Common,Normal,none,False,False,False,False,False,0.14,-1.966113,False,False,False,False,False,False,False,False,False
Growlithe - 030/198,Growlithe,gen1,030/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Fire,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.23,-1.469676,False,False,False,False,False,False,False,False,False
Growlithe - 031/198,Growlithe,gen1,031/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Fire,Basic,Common,Normal,none,False,False,False,False,False,0.18,-1.714798,False,False,False,False,False,False,False,False,False
Growlithe - 031/198,Growlithe,gen1,031/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Fire,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.27,-1.309333,False,False,False,False,False,False,False,False,False
Arcanine ex - 032/198,Arcanine,gen1,032/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Fire,Stage 1,Double Rare,Holofoil,none,False,False,False,False,False,0.99,-0.01005,True,False,False,False,False,False,False,False,True
Houndour - 033/198,Houndour,gen2,033/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Fire,Basic,Common,Normal,none,False,False,False,False,False,0.09,-2.407946,False,False,False,False,False,False,False,False,False
Houndour - 033/198,Houndour,gen2,033/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Fire,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.13,-2.040221,False,False,False,False,False,False,False,False,False
Houndoom - 034/198,Houndoom,gen2,034/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Fire,Stage 1,Common,Normal,none,False,False,False,False,False,0.12,-2.120264,False,False,False,False,False,False,False,False,False
Houndoom - 034/198,Houndoom,gen2,034/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Fire,Stage 1,Common,Reverse Holofoil,none,False,False,False,False,False,0.12,-2.120264,False,False,False,False,False,False,False,False,False
Torkoal,Torkoal,gen3,035/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Fire,Basic,Uncommon,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Torkoal,Torkoal,gen3,035/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Fire,Basic,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.19,-1.660731,False,False,False,False,False,False,False,False,False
Fuecoco,Fuecoco,gen9,036/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Fire,Basic,Common,Normal,none,False,False,True,False,False,0.1,-2.302585,False,False,True,False,False,False,False,False,False
Fuecoco,Fuecoco,gen9,036/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Fire,Basic,Common,Reverse Holofoil,none,False,False,True,False,False,0.13,-2.040221,False,False,True,False,False,False,False,False,False
Crocalor,Crocalor,gen9,037/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Fire,Stage 1,Uncommon,Normal,none,False,False,True,False,False,0.06,-2.813411,False,False,True,False,False,False,False,False,False
Crocalor,Crocalor,gen9,037/198,Scarlet & Violet Base,Scarlet & Violet,pokemon,Fire,Stage 1,Uncommon,Reverse Holofoil,none,False,False,True,False,False,0.21,-1.560648,False,False,True,False,False,False,False,False,False
